Source,FactualReporting,BiasRating,MediaType,TrafficPopularity,MbfcCredibilityRating,Reasoning,Country,WorldPressFreedomRank,PageUrl
akkadiantimes.com,High,,,,,,,,https://mediabiasfactcheck.com/akkadian-times/
amac.us/,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/amac-association-of-mature-american-citizens/
medicalxpress.com,High,,,,,,United Kingdom,,https://mediabiasfactcheck.com/medicalxpress/
swprs.org,Mixed,RightConspiracy,Website,MediumTraffic,LowCredibility,,Unknown,,https://mediabiasfactcheck.com/swiss-policy-research/
csmonitor.com,High,LeastBiased,Magazine,MediumTraffic,HighCredibility,,USA,45,https://mediabiasfactcheck.com/christian-science-monitor/
scicentral.com,High,,,,,,France,,https://mediabiasfactcheck.com/scicentral/
bgr.com,High,LeftCenter,Website,MediumTraffic,HighCredibility,,USA,45,https://mediabiasfactcheck.com/boy-genius-report-bgr/
timespolice.com,Low,,,,,,,,https://mediabiasfactcheck.com/police-times/
countdowntozerotime.com,Low,,,,,,,,https://mediabiasfactcheck.com/countdown-to-zerotime/
coronavirus.gov,High,,,,,,USA,,https://mediabiasfactcheck.com/coronavirus-gov/
blueinformer.com,Low,,,,,,,,https://mediabiasfactcheck.com/blue-informer/
conflict-news.com,High,,,,,,,,https://mediabiasfactcheck.com/conflict-news/
redalertpolitics.com,Mixed,,,,,,,,https://mediabiasfactcheck.com/red-alert-politics/
kotaku.com,High,,,,,,USA,,https://mediabiasfactcheck.com/kotaku/
americasnewssource.com,,,,,,"Extreme Right, Propaganda, Conspiracy, Poor Sourcing, Plagiarism, Lack of Transparency, Fake News",Unknown,,https://mediabiasfactcheck.com/americas-news-source/
baltimoresun.com,High,,,,,,USA,,https://mediabiasfactcheck.com/baltimore-sun/
regated.com,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/regated-news/
realnewsrightnow.com,,,,,,,USA,,https://mediabiasfactcheck.com/real-news-right-now/
citizensunited.org,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/citizens-united/
citylab.com,High,,,,,,USA,,https://mediabiasfactcheck.com/citylab/
christwire.org,,,,,,,,,https://mediabiasfactcheck.com/christwire/
thebeltwayreport.com,Mixed,,,,,"Extreme Right, Propaganda, Poor Sourcing",USA,,https://mediabiasfactcheck.com/the-beltway-report/
atlasobscura.com,High,,,,,,USA,,https://mediabiasfactcheck.com/atlas-obscura/
truthbetold.news,High,LeftCenter,OrganizationFoundation,MinimalTraffic,HighCredibility,,USA,45,https://mediabiasfactcheck.com/truth-be-told/
delawareonline.com,High,,,,,,,,https://mediabiasfactcheck.com/delaware-online-news-journal/
ebar.com,High,,,,,,USA,,https://mediabiasfactcheck.com/bay-area-reporter/
fortnightlyreview.co.uk,High,,,,,,,,https://mediabiasfactcheck.com/fortnightly-review/
congress.gov,VeryHigh,,,,,,USA,,https://mediabiasfactcheck.com/congress-gov/
sciencenews.org,VeryHigh,,,,,,USA,,https://mediabiasfactcheck.com/science-news/
claremont.org,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/claremont-institute/
prophecynewswatch.com,Low,,,,,,USA,,https://mediabiasfactcheck.com/prophecy-news-watch/
gmwatch.org,Mixed,,,,,,United Kingdom,,https://mediabiasfactcheck.com/gmwatch/
rebelnews.com,Mixed,Right,Website,MediumTraffic,MediumCredibility,,Canada,16,https://mediabiasfactcheck.com/the-rebel/
autismspeaks.org,MostlyFactual,,,,,,USA,,https://mediabiasfactcheck.com/autism-speaks/
faithpanda.com,Mixed,,,,,,KenyaWorld Press Freedom Index,,https://mediabiasfactcheck.com/faithpanda/
dailyo.in,Mixed,,,,,,India,,https://mediabiasfactcheck.com/dailyo-bias-rating/
cosmopolitan.com,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/cosmopolitan/
euobserver.com,High,,,,,,Belgium,,https://mediabiasfactcheck.com/eu-observer/
spokesman.com,High,,,,,,USA,,https://mediabiasfactcheck.com/the-spokesman-review/
blacknews.com,Mixed,,,,,"Lack of Transparency, Poor Sourcing",USA,,https://mediabiasfactcheck.com/blacknews-com/
tittletattle365.com,,,,,,,Unknown,,https://mediabiasfactcheck.com/tittletattle365/
courier-tribune.com,High,,,,,,USA,,https://mediabiasfactcheck.com/asheboro-courier-tribune/
seattlepi.com,High,,,,,,USA,,https://mediabiasfactcheck.com/seattle-post-intelligencer/
howstuffworks.com,VeryHigh,,,,,,USA,,https://mediabiasfactcheck.com/howstuffworks/
christianitytoday.com,High,,,,,,USA,,https://mediabiasfactcheck.com/christianity-today/
churchmilitant.com,Mixed,,,,,"Extreme Right, Propaganda, Conspiracy, Anti-LGBT",USA,,https://mediabiasfactcheck.com/church-militant/
conservativeopinion.com,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/conservativeopinion-com/
newsday.com,High,,,,,,USA,,https://mediabiasfactcheck.com/newsday/
dailysquib.co.uk,,,,,,,United Kingdom,,https://mediabiasfactcheck.com/the-daily-squib/
spectator.org,Mixed,Right,Website,MediumTraffic,MediumCredibility,,USA,45,https://mediabiasfactcheck.com/american-spectator/
patriotnewsdaily.com,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/patriot-news-daily/
therundownlive.com,Low,,,,,,USA,,https://mediabiasfactcheck.com/the-rundown-live/
conservativebase.com,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/conservative-base/
thejakartapost.com,MostlyFactual,,,,,,Indonesia,,https://mediabiasfactcheck.com/the-jakarta-post/
theconservativeopinion.com,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/the-conservative-opinion/
thelastlineofdefense.org,,,,,,,,,https://mediabiasfactcheck.com/the-resistance-the-last-line-of-defense/
breakingburgh.com,,,,,,,,,https://mediabiasfactcheck.com/breaking-burgh/
politico.com,High,LeftCenter,Website,HighTraffic,HighCredibility,,USA,45,https://mediabiasfactcheck.com/politico/
statesman.com,High,LeftCenter,Magazine,MediumTraffic,HighCredibility,,United Kingdom,33,https://mediabiasfactcheck.com/new-statesman/
aap.org,VeryHigh,ProScience,OrganizationFoundation,MediumTraffic,HighCredibility,,USA,45,https://mediabiasfactcheck.com/american-academy-of-pediatrics/
bbc.com,High,LeftCenter,TvStation,HighTraffic,HighCredibility,,United Kingdom,35,https://mediabiasfactcheck.com/bbc/
kait8.com,High,,,,,,USA,,https://mediabiasfactcheck.com/kait8-tv/
allthatsfab.com,Mixed,,,,,,,,https://mediabiasfactcheck.com/all-thats-fab/
modernalternativemama.com,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/modern-alternative-mama/
chicago.suntimes.com,High,,,,,,USA,,https://mediabiasfactcheck.com/chicago-sun-times/
libertynews.com,MostlyFactual,,,,,,USA,,https://mediabiasfactcheck.com/liberty-unyielding/
justthefacts.org,Mixed,,,,,"Right, Propaganda, Lack of Transparency",Ireland,,https://mediabiasfactcheck.com/just-the-facts/
conservativedailypost.com,Low,,,,,"Extreme Right, Propaganda, Conspiracy, Some Fake News",Unknown,,https://mediabiasfactcheck.com/conservative-daily-post/
atlanticmedia.com,High,LeftCenter,OrganizationFoundation,MinimalTraffic,HighCredibility,,USA,44,https://mediabiasfactcheck.com/atlantic-media/
thelapost.com,Low,,,,,"Extreme Right, Conspiracy, Poor Sourcing, Plagiarism, Lack of Transparency",USA,,https://mediabiasfactcheck.com/the-la-post/
gallup.com,VeryHigh,LeastBiased,OrganizationFoundation,HighTraffic,HighCredibility,,USA,45,https://mediabiasfactcheck.com/gallup/
columbiadailyherald.com,High,,,,,,,,https://mediabiasfactcheck.com/columbia-daily-herald/
thelondoneconomic.com,MostlyFactual,,,,,,United Kingdom,,https://mediabiasfactcheck.com/the-london-economic/
arabnews.com,Mixed,,,,,"Poor Sourcing, Propaganda",Saudi Arabia,,https://mediabiasfactcheck.com/arab-news/
bluestatedaily.com,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/blue-state-daily/
bluedotdaily.com,Mixed,,,,,"Extreme Left, Poor Sourcing, Lack of Transparency",USA,,https://mediabiasfactcheck.com/blue-dot-daily/
hindustantimes.com,Mixed,,,,,,India,,https://mediabiasfactcheck.com/hindustan-times/
bullshido.net,High,,,,,,USA,,https://mediabiasfactcheck.com/bullshido/
explainlife.com,,,,,,"Extreme Right, Propaganda, Conspiracy, Pseudoscience, Poor Sourcing, Lack of Transparency",Unknown,,https://mediabiasfactcheck.com/explain-life/
observatory.journalism.wisc.edu,High,,,,,,,,https://mediabiasfactcheck.com/the-observatory/
leadertelegram.com,High,,,,,,USA,,https://mediabiasfactcheck.com/eau-claire-leader-telegram/
insidescience.org,High,,,,,,USA,,https://mediabiasfactcheck.com/inside-science/
pakalertpress.com,Low,,,,,,,,https://mediabiasfactcheck.com/pak-alert-press/
crooksandliars.com,MostlyFactual,,,,,,USA,,https://mediabiasfactcheck.com/crooks-and-liars/
ctvnews.ca,High,LeastBiased,TvStation,HighTraffic,HighCredibility,,Canada,16,https://mediabiasfactcheck.com/ctv-news/
conservativespirit.com,Low,,,,,,,,https://mediabiasfactcheck.com/conservative-spirit/
copblock.org,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/cop-block/
bustle.com,MostlyFactual,,,,,,USA,,https://mediabiasfactcheck.com/bustle-magazine/
leftexposed.org,Low,,,,,"Extreme Right, Propaganda, Poor Sourcing, Numerous Failed Fact Checks",USA,,https://mediabiasfactcheck.com/left-exposed/
space.news,Mixed,,,,,,,,https://mediabiasfactcheck.com/space-news/
thevarsity.ca,High,,,,,,,,https://mediabiasfactcheck.com/the-varsity/
cftni.org,High,,,,,,USA,,https://mediabiasfactcheck.com/center-for-the-national-interest/
100percentfedup.com,Low,ExtremeRight,Website,MediumTraffic,LowCredibility,"Propaganda, Poor Sourcing, Failed Fact Checks, Lack of Transparency",USA,45,https://mediabiasfactcheck.com/100-percent-fed-up/
dcwhispers.com,Mixed,,,,,,,,https://mediabiasfactcheck.com/dc-whispers/
defenseone.com,High,,,,,,USA,,https://mediabiasfactcheck.com/defense-one/
fedsoc.org,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/federalist-society/
koreaherald.com,Mixed,,,,,,South Korea,,https://mediabiasfactcheck.com/korean-herald/
bust.com,MostlyFactual,,,,,,USA,,https://mediabiasfactcheck.com/bust-magazine/
endthefed.org,Low,,,,,"Conspiracy Theories, Poor Sourcing, Lack of Transparency",USA,,https://mediabiasfactcheck.com/end-the-fed/
dailycaller.com,Mixed,Right,Website,HighTraffic,MediumCredibility,,USA,45,https://mediabiasfactcheck.com/daily-caller/
bestdailynews.info,Low,,,,,"Extreme Right, Propaganda, Lack of Transparency, Fake News",Macedonia,,https://mediabiasfactcheck.com/best-daily-news/
afa.net,Low,,,,,"Extreme Right, Hate Group, Christian Propaganda, Conspiracy, Poor Sourcing, Lack of Transparency, Failed fact checks.",USA,,https://mediabiasfactcheck.com/american-family-association/
dawn.com,,,,,,,,,https://mediabiasfactcheck.com/sources-pending/
consciouslifenews.com,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/conscious-life-news/
dailyinsidernews.com,Low,,,,,,,,https://mediabiasfactcheck.com/daily-insider-news/
diversityinc.com,High,,,,,,,,https://mediabiasfactcheck.com/diversityinc/
taxfoundation.org,High,RightCenter,OrganizationFoundation,MediumTraffic,HighCredibility,,USA,45,https://mediabiasfactcheck.com/tax-foundation/
gmo.new,VeryLow,,,,,,USA,,https://mediabiasfactcheck.com/gmo-news/
dccircuitbreaker.org,High,,,,,,USA,,https://mediabiasfactcheck.com/d-c-circuit-breaker/
skepticalscience.com,VeryHigh,,,,,,Australia,,https://mediabiasfactcheck.com/skeptical-science/
alec.org,Mixed,,,,,,,,https://mediabiasfactcheck.com/american-legislative-exchange-council-alec/
lifesitenews.com/,Mixed,Right,Website,MediumTraffic,LowCredibility,"Conspiracy Theories, Pseudoscience, Failed Fact Checks",Canada,16,https://mediabiasfactcheck.com/life-site-news/
centerforsecuritypolicy.org,Mixed,,,,,"Far Right, Conspiracy, Anti-Islam, Third Party Hate Group Designations",USA,,https://mediabiasfactcheck.com/center-for-security-policy/
ilovemyfreedom.org,Mixed,Right,Website,MediumTraffic,LowCredibility,"Poor Sourcing, Propaganda, Conspiracy, Failed Fact Checks",USA,45,https://mediabiasfactcheck.com/trending-politics/
readfrontier.org,High,,,,,,USA,,https://mediabiasfactcheck.com/frontier-media-bias-credibility-rating/
blackgenocide.org,Low,,,,,"Extreme Right, Propaganda",USA,,https://mediabiasfactcheck.com/black-genocide/
caldronpool.com,Mixed,,,,,"Extreme Right, Christian Propaganda, Pseudoscience, Conspiracy, Lack of Transparency",Australia,,https://mediabiasfactcheck.com/caldron-pool/
californiaglobe.com/,Mixed,RightCenter,Website,MediumTraffic,MediumCredibility,,USA,45,https://mediabiasfactcheck.com/california-globe/
citizencritics.org,High,,,,,,USA,,https://mediabiasfactcheck.com/citizen-critics/
theconservativetreehouse.com,Low,,,,,"Extreme Right, Poor Sourcing, Propaganda, Conspiracy, Lack of Transparency, Fake News",USA,,https://mediabiasfactcheck.com/the-last-refuge/
dc-chronicle.com,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/the-dc-chronicle/
independentmail.com,High,,,,,,USA,,https://mediabiasfactcheck.com/anderson-independent-mail/
americanlookout.com,Low,,,,,"Extreme Right, Propaganda",USA,,https://mediabiasfactcheck.com/american-lookout/
newswithviews.com,Low,,,,,Extreme Right,USA,,https://mediabiasfactcheck.com/news-with-views/
ir.net,Mixed,,,,,,,,https://mediabiasfactcheck.com/independent-reporter-ir-net/
israelvideonetwork.com,Mixed,,,,,,,,https://mediabiasfactcheck.com/israel-video-network/
chicagotribune.com,High,RightCenter,Newspaper,HighTraffic,HighCredibility,,USA,45,https://mediabiasfactcheck.com/chicago-tribune/
ajaonline.org,VeryHigh,,,,,,USA,,https://mediabiasfactcheck.com/american-journal-of-archaeology/
chicksonright.com,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/young-conservatives/
carm.org,Low,,,,,,USA,,https://mediabiasfactcheck.com/christian-apologetics-research-ministry-carm/
commondreams.org,High,Left,Website,MediumTraffic,HighCredibility,,USA,45,https://mediabiasfactcheck.com/common-dreams/
nationalrighttolifenews.org,Low,,,,,"Extreme Right, Propaganda, Pseudoscience, Lack of Transparency, Failed Fact Checks",USA,,https://mediabiasfactcheck.com/nrl-news-today/
truthbrary.org,,,,,,,USA,,https://mediabiasfactcheck.com/truthbrary/
qanon.pub,VeryLow,,,,,,USA,,https://mediabiasfactcheck.com/qanon-pub/
politicalinbox.com,Low,,,,,,,,https://mediabiasfactcheck.com/political-inbox/
americanmilitarynews.com,MostlyFactual,LeastBiased,Newspaper,MediumTraffic,HighCredibility,,USA,45,https://mediabiasfactcheck.com/american-military-news/
ctpost.com,High,,,,,,USA,,https://mediabiasfactcheck.com/connecticut-post/
allnewspipeline.com,Low,RightCenter,Website,MediumTraffic,LowCredibility,"Conspiracy Theory, Propaganda, Failed Fact Check",USA,44,https://mediabiasfactcheck.com/all-news-pipeline/
12news.com,High,LeastBiased,TvStation,MediumTraffic,HighCredibility,,USA,45,https://mediabiasfactcheck.com/12-news-kpnx/
en.bbarta24.net,Mixed,LeftCenter,Website,MinimalTraffic,LowCredibility,"Propaganda, Poor Sourcing, Lack of Transparency",Bangladesh,151,https://mediabiasfactcheck.com/bbarta24/
naturalcures.com,Mixed,,,,,,United Kingdom,,https://mediabiasfactcheck.com/natural-cures/
americansfortruth.com,,,,,,"Extreme Right, Anti-LGBTQ, Hate Group, Lack of Transparency, Propaganda",USA,,https://mediabiasfactcheck.com/americans-for-truth-aftah/
politicsnote.com,Mixed,,,,,,,,https://mediabiasfactcheck.com/politicsnote/
inquirer.net,MostlyFactual,,,,,,Philippines,,https://mediabiasfactcheck.com/philippine-daily-inquirer/
acting-man.com,Mixed,Right,Website,MinimalTraffic,LowCredibility,"Poor Sourcing, Lack of Transparency",USA,45,https://mediabiasfactcheck.com/acting-man/
tfp.org,Low,,,,,"Extreme Right, Propaganda, Conspiracy, Anti-LGBT",USA,,https://mediabiasfactcheck.com/american-society-defense-tradition-family-property/
alternativenewsnetwork.net,Mixed,,,,,,,,https://mediabiasfactcheck.com/alternative-news-network/
bostonherald.com,High,RightCenter,Newspaper,HighTraffic,HighCredibility,,USA,45,https://mediabiasfactcheck.com/boston-herald/
berlingske.dk,MostlyFactual,,,,,,Denmark,,https://mediabiasfactcheck.com/berlingske/
whitehouse.gov,MostlyFactual,LeftCenter,Website,HighTraffic,HighCredibility,,USA,44,https://mediabiasfactcheck.com/whitehouse-gov/
alternativelyfacts.com,,,,,,,USA,,https://mediabiasfactcheck.com/alternative-facts/
adfontesmedia.com,High,,,,,,USA,,https://mediabiasfactcheck.com/all-generalizations-are-false-ad-fontes-media/
americasquarterly.org,High,,,,,,,,https://mediabiasfactcheck.com/americas-quarterly/
9news.com.au,High,RightCenter,TvStation,HighTraffic,HighCredibility,,Australia,25,https://mediabiasfactcheck.com/9-news-australia/
americanpublicmedia.org,High,,,,,,USA,,https://mediabiasfactcheck.com/american-public-media/
sites.agu.org,VeryHigh,,,,,,,,https://mediabiasfactcheck.com/american-geophysical-union-agu/
abc.net.au,High,LeftCenter,TvStation,HighTraffic,HighCredibility,,Australia,26,https://mediabiasfactcheck.com/abc-news-australia/
ajuanews.com,,,,,,"Extreme Right, Propaganda, Poor Sourcing, Fake News, Lack of Transparency",Unknown,,https://mediabiasfactcheck.com/ajuanews-com/
americanfirearms.org,High,,,,,,,,https://mediabiasfactcheck.com/american-firearms-institute/
allenwestrepublic.com,Low,,,,,,,,https://mediabiasfactcheck.com/allen-west-republic/
amarillo.com,High,,,,,,USA,,https://mediabiasfactcheck.com/amarillo-globe-news/
americanactionforum.org,MostlyFactual,,,,,,USA,,https://mediabiasfactcheck.com/american-action-forum/
africanews.com,High,,,,,,France,,https://mediabiasfactcheck.com/africa-news/
awm.com,Mixed,Right,Website,MediumTraffic,LowCredibility,"Sensationalism, Poor Sourcing, Conspiracy, Failed Fact Checks, Lack of Transparency",USA,44,https://mediabiasfactcheck.com/american-web-media-awm/
7news.com.au,Mixed,RightCenter,TvStation,HighTraffic,MediumCredibility,,Australia,26,https://mediabiasfactcheck.com/7news/
ahtribune.com,Mixed,,,,,,Unknown,,https://mediabiasfactcheck.com/american-herald-tribune/
al-sura.com,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/al-sura/
english.ahram.org.eg,Mixed,RightCenter,Newspaper,MediumTraffic,MediumCredibility,,Egypt,166,https://mediabiasfactcheck.com/ahram-online/
americanbridgepac.org,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/american-bridge-21st-century/
alternet.org,Mixed,Left,Website,MediumTraffic,MediumCredibility,,USA,45,https://mediabiasfactcheck.com/alternet/
americadaily.com,Mixed,,,,,"Extreme Right, Conspiracy, Pseudoscience, Lack of Transparency",USA,,https://mediabiasfactcheck.com/america-daily/
acsh.org,High,,,,,,USA,,https://mediabiasfactcheck.com/american-council-on-science-and-health/
24ur.com,MostlyFactual,,,,,,Slovenia,,https://mediabiasfactcheck.com/24ur-com/
good.is,High,,,,,,USA,,https://mediabiasfactcheck.com/good-magazine/
english.cctv.com,Mixed,,,,,"Poor Sourcing, State Propaganda",China,,https://mediabiasfactcheck.com/cctv-america/
desmoinesregister.com,High,,,,,,USA,,https://mediabiasfactcheck.com/the-des-moines-register/
economyincrisis.org,Mixed,,,,,,,,https://mediabiasfactcheck.com/economy-in-crisis/
conservativearmy88.com/,Low,,,,,,,,https://mediabiasfactcheck.com/conservative-army/
thedailybeast.com,Mixed,Left,Website,HighTraffic,MediumCredibility,,USA,45,https://mediabiasfactcheck.com/daily-beast/
abriluno.com,,,,,,,,,https://mediabiasfactcheck.com/abril-uno/
patriotupdate.com,Low,,,,,,,,https://mediabiasfactcheck.com/patriot-update/
erlc.com,Mixed,,,,,,,,https://mediabiasfactcheck.com/ethics-religious-liberty-commission-erlc/
startribune.com,High,,,,,,USA,,https://mediabiasfactcheck.com/minneapolis-star-tribune/
theatlantic.com,High,LeftCenter,Magazine,HighTraffic,HighCredibility,,USA,45,https://mediabiasfactcheck.com/the-atlantic/
durangoherald.com,High,,,,,,USA,,https://mediabiasfactcheck.com/the-durango-herald/
fwdnow.com,Mixed,,,,,,,,https://mediabiasfactcheck.com/fwd-now/
disobedientmedia.com,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/disobedient-media/
breakingchristiannews.com,Low,,,,,"Extreme Right, Poor Sourcing, Lack of Transparency, Conspiracy, Pseudoscience, False Claims",USA,,https://mediabiasfactcheck.com/breaking-christian-news/
crikey.com.au,High,,,,,,Australia,,https://mediabiasfactcheck.com/crikey/
barenakedislam.com,Low,,,,,"Extreme Right, Hate Group, Fake News, Lack of Transparency, Poor Sourcing",USA,,https://mediabiasfactcheck.com/bare-naked-islam/
christiantoday.info,Low,,,,,,,,https://mediabiasfactcheck.com/christiantoday-info/
facebook.com/news,MostlyFactual,,,,,,USA,,https://mediabiasfactcheck.com/facebook-news/
imowired.com,,,,,,,,,https://mediabiasfactcheck.com/imowired/
heraldtribune.com,High,,,,,,USA,,https://mediabiasfactcheck.com/sarasota-herald-tribune/
theroot.com,MostlyFactual,Left,Website,HighTraffic,HighCredibility,,USA,44,https://mediabiasfactcheck.com/the-root/
thesmokinggun.com,High,,,,,,USA,,https://mediabiasfactcheck.com/the-smoking-gun/
eaglerising.com,Low,,,,,"Extreme Right, Propaganda, Conspiracy, Some Fake News",USA,,https://mediabiasfactcheck.com/eagle-rising/
encyclopediadramatica.rs,,,,,,,,,https://mediabiasfactcheck.com/encyclopedia-dramatica/
babylonbee.com,NA,RightSatire,Website,HighTraffic,NA,,USA,45,https://mediabiasfactcheck.com/babylon-bee/
americansforprosperity.org,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/americans-for-prosperity/
911truth.org,Low,Right,Website,MinimalTraffic,LowCredibility,,USA,45,https://mediabiasfactcheck.com/911truth-org/
adflegal.org,Low,,,,,"Extreme Right, Propaganda, Anti-LGBT",USA,,https://mediabiasfactcheck.com/alliance-defending-freedom/
alhayat.com,Mixed,,,,,"Propaganda, Poor Sourcing",Saudi Arabia,,https://mediabiasfactcheck.com/al-hayat/
9news.com,High,LeastBiased,TvStation,HighTraffic,HighCredibility,,USA,45,https://mediabiasfactcheck.com/9news-kusa/
3ccorp.net/,Low,,,,,"Extreme Right, Propaganda, Conspiracy, Poor Sourcing, Failed Fact Check, Lack of Transparency",USA,,https://mediabiasfactcheck.com/3ccorp-net/
aeon.co,High,LeftCenter,Website,MediumTraffic,HighCredibility,,Australia,26,https://mediabiasfactcheck.com/aeon/
abc11.com,High,LeftCenter,TvStation,MediumTraffic,HighCredibility,,USA,45,https://mediabiasfactcheck.com/abc11-eyewitness-news/
secondamendmentdaily.com,Low,,,,,"Extreme Right, Propaganda, Conspiracy, Poor Sourcing, Lack of Transparency",USA,,https://mediabiasfactcheck.com/2nd-amendment-daily-news/
us24news.com,Low,ExtremeRight,Website,MinimalTraffic,LowCredibility,"Propaganda, Lack of Transparency",USA,45,https://mediabiasfactcheck.com/24-news/
gulagbound.com,Low,,,,,,USA,,https://mediabiasfactcheck.com/gulag-bound/
therealstrategy.com,Mixed,,,,,,,,https://mediabiasfactcheck.com/the-real-strategy/
macleans.ca,High,,,,,,Canada,,https://mediabiasfactcheck.com/macleans-magazine/
egypttoday.com,Mixed,,,,,,Egypt,,https://mediabiasfactcheck.com/egypt-today-bias-credibility/
thetruthaboutguns.com,High,,,,,,,,https://mediabiasfactcheck.com/the-truth-about-guns/
corporatepresidency.org,High,,,,,,USA,,https://mediabiasfactcheck.com/corporate-presidency/
boundingintocomics.com,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/bounding-into-comics/
brookings.edu,VeryHigh,LeftCenter,OrganizationFoundation,MediumTraffic,HighCredibility,,USA,45,https://mediabiasfactcheck.com/brookings-institute/
esquire.com,MostlyFactual,,,,,,USA,,https://mediabiasfactcheck.com/esquire-magazine/
guerrilla.news,Mixed,,,,,,,,https://mediabiasfactcheck.com/guerrilla-news/
refinery29.com,MostlyFactual,,,,,,USA,,https://mediabiasfactcheck.com/refinery29/
disclose.tv,Low,,,,,,Germany,,https://mediabiasfactcheck.com/disclose-tv/
dailyrecord.co.uk,Mixed,,,,,,,,https://mediabiasfactcheck.com/daily-record-scotland/
thepoliticaltribune.com,Low,,,,,,,,https://mediabiasfactcheck.com/the-political-tribune/
newshounds.us,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/newshounds/
nmws.us,Low,,,,,,,,https://mediabiasfactcheck.com/nmws-us/
thebulletin.org,High,,,,,,United Kingdom,,https://mediabiasfactcheck.com/bulletin-of-the-atomic-scientists/
cp24.com,High,,,,,,Canada,,https://mediabiasfactcheck.com/cp24/
billionbibles.org,,,,,,"Propaganda, Conspiracy, False Claims, Lack of Transparency, Anti-Islam Hate Group",USA,,https://mediabiasfactcheck.com/billionbibles-bias-credibility-christian-propaganda-fake-news/
samefacts.com,High,,,,,,,,https://mediabiasfactcheck.com/reality-based-community/
lifehacker.com,High,,,,,,,,https://mediabiasfactcheck.com/lifehacker/
thelibertydaily.com,Mixed,,,,,"Extreme Right, Poor Sourcing, Lack of Transparency",USA,,https://mediabiasfactcheck.com/the-liberty-daily/
currentaffairs.org,High,,,,,,USA,,https://mediabiasfactcheck.com/current-affairs-magazine/
thedeplorablesociety.com,Low,,,,,,,,https://mediabiasfactcheck.com/the-deplorable-society/
freedomhouse.org,High,,,,,,USA,,https://mediabiasfactcheck.com/freedom-house/
nhregister.com,High,,,,,,USA,,https://mediabiasfactcheck.com/new-haven-register/
climatechangedispatch.com,Low,,,,,,USA,,https://mediabiasfactcheck.com/climate-change-dispatch/
consnation.com,Low,,,,,,,,https://mediabiasfactcheck.com/conservative-nation/
climateactiontracker.org,VeryHigh,,,,,,Germany,,https://mediabiasfactcheck.com/climate-action-tracker/
counterpunch.org,MostlyFactual,,,,,,USA,,https://mediabiasfactcheck.com/counterpunch/
greentechmedia.com,High,,,,,,,,https://mediabiasfactcheck.com/greentech-media/
channel4.com/news,High,,,,,,United Kingdom,,https://mediabiasfactcheck.com/channel-4-news-uk/
humanprogress.org,MostlyFactual,,,,,,USA,,https://mediabiasfactcheck.com/human-progress/
freedomadvocates.org,Low,,,,,,USA,,https://mediabiasfactcheck.com/freedom-advocates-agenda-21/
foreignpolicyi.org,Mixed,,,,,"Lack of Transparency, Pseudoscience",USA,,https://mediabiasfactcheck.com/foreign-policy-initiative/
cochrane.org,VeryHigh,,,,,,,,https://mediabiasfactcheck.com/cochrane/
pmnightlynews.com,Mixed,,,,,"Lack of Transparency, Poor Sourcing",Unknown,,https://mediabiasfactcheck.com/pm-nightly-news/
ourworldindata.org,High,,,,,,United Kingdom,,https://mediabiasfactcheck.com/our-world-in-data/
biodefense.com,VeryLow,,,,,,USA,,https://mediabiasfactcheck.com/biodefense/
cnn.com,,,,,,,,,https://mediabiasfactcheck.com/cnn-com-de/
collectivelyconscious.net,Low,,,,,,,,https://mediabiasfactcheck.com/collectively-conscious/
cdc.gov,VeryHigh,,,,,,USA,,https://mediabiasfactcheck.com/centers-disease-control-prevention-cdc/
organicfacts.net,Mixed,,,,,,India,,https://mediabiasfactcheck.com/organic-facts/
bipartisanpolicy.org,MostlyFactual,,,,,,USA,,https://mediabiasfactcheck.com/bipartisan-policy-center/
gazette.com,,,,,,,,,https://mediabiasfactcheck.com/sources-pending/
conservativeinstitute.org,MostlyFactual,,,,,,USA,,https://mediabiasfactcheck.com/conservative-institute/
chicagoreporter.com,High,,,,,,USA,,https://mediabiasfactcheck.com/the-chicago-reporter/
constitutioncenter.org,High,,,,,,USA,,https://mediabiasfactcheck.com/constitution-daily/
247newsmedia.com,,,,,,,,,https://mediabiasfactcheck.com/247-news-media/
